1 KEYS  [ 301.06775, 114.237946, 0.0 ] 74 [ 301.06775, 114.237946, 0.0 ]
1 BARN  [ 247.71843, 226.343, 0.0 ] 75 [ 247.71843, 226.343, 0.0 ]
1 OXYGEN  [ 130.70378, 3.2867205, 0.0 ] 76 [ 130.70378, 3.2867205, 0.0 ]
1 LANDER  [ 187.91077, 228.53183, 0.0 ] 77 [ 187.91077, 228.53183, 0.0 ]
1 GUN  [ 14.350166, 96.82519, 0.0 ] 78 [ 14.350166, 96.82519, 0.0 ]
1 CRATER  [ 116.83367, 104.77412, 0.0 ] 79 [ 116.83367, 104.77412, 0.0 ]
1 WHALERS  [ 7.377304, 34.824356, 0.0 ] 80 [ 7.377304, 34.824356, 0.0 ]
1 HELMET  [ 127.27222, 212.00702, 0.0 ] 81 [ 127.27222, 212.00702, 0.0 ]
1 WORLD  [ 211.11903, 85.062675, 0.0 ] 82 [ 211.11903, 85.062675, 0.0 ]
1 SAT  [ 73.60865, 193.0084, 0.0 ] 83 [ 73.60865, 193.0084, 0.0 ]
1 BUGGY  [ 14.584091, 25.353922, 0.0 ] 84 [ 14.584091, 25.353922, 0.0 ]
1 DROPS  [ 89.2146, 229.06924, 0.0 ] 85 [ 89.2146, 229.06924, 0.0 ]
1 SMALL  [ 264.50986, 16.610443, 0.0 ] 86 [ 264.50986, 16.610443, 0.0 ]
1 NEXT  [ 64.9744, 228.73305, 0.0 ] 87 [ 64.9744, 228.73305, 0.0 ]
1 DAUGHTERS  [ 13.317756, 43.627045, 0.0 ] 88 [ 13.317756, 43.627045, 0.0 ]
1 EVANS  [ 8.515181, 172.17639, 0.0 ] 89 [ 8.515181, 172.17639, 0.0 ]
1 VIRTUAL  [ 126.914345, 95.39537, 0.0 ] 90 [ 126.914345, 95.39537, 0.0 ]
1 BLASTIN  [ 248.96347, 218.24318, 0.0 ] 91 [ 248.96347, 218.24318, 0.0 ]
1 SHOOT  [ 207.02931, 21.531452, 0.0 ] 92 [ 207.02931, 21.531452, 0.0 ]
1 GUESS  [ 80.62793, 78.98567, 0.0 ] 93 [ 80.62793, 78.98567, 0.0 ]
1 GOPHERS  [ 299.8269, 188.60005, 0.0 ] 94 [ 299.8269, 188.60005, 0.0 ]
1 CLAW  [ 266.3491, 6.6022034, 0.0 ] 95 [ 266.3491, 6.6022034, 0.0 ]
1 COMIN  [ 23.172499, 46.715744, 0.0 ] 96 [ 23.172499, 46.715744, 0.0 ]
1 ROUND  [ 277.23645, 230.79317, 0.0 ] 97 [ 277.23645, 230.79317, 0.0 ]
1 RAY  [ 7.3275867, 87.0959, 0.0 ] 98 [ 7.3275867, 87.0959, 0.0 ]
1 SAL  [ 307.48438, 1.8835897, 0.0 ] 99 [ 307.48438, 1.8835897, 0.0 ]
2 FRY  [ 127.492294, 32.655197, 0.0 ] 0 [ 127.492294, 32.655197, 0.0 ]
2 BENDER  [ 91.46075, 66.95515, 0.0 ] 1 [ 91.46075, 66.95515, 0.0 ]
2 LEELA  [ 233.41408, 53.689518, 0.0 ] 2 [ 233.41408, 53.689518, 0.0 ]
2 HEY  [ 283.54712, 147.8699, 0.0 ] 3 [ 283.54712, 147.8699, 0.0 ]
2 BACK  [ 43.16655, 174.4378, 0.0 ] 4 [ 43.16655, 174.4378, 0.0 ]
2 JUST  [ 124.88635, 190.35126, 0.0 ] 5 [ 124.88635, 190.35126, 0.0 ]
2 OH  [ 247.61772, 19.976645, 0.0 ] 6 [ 247.61772, 19.976645, 0.0 ]
2 ROBOT  [ 53.019283, 96.397385, 0.0 ] 7 [ 53.019283, 96.397385, 0.0 ]
2 GET  [ 209.32448, 195.27852, 0.0 ] 8 [ 209.32448, 195.27852, 0.0 ]
2 PLANET  [ 206.894, 176.79434, 0.0 ] 9 [ 206.894, 176.79434, 0.0 ]
2 WELL  [ 270.97516, 115.97139, 0.0 ] 10 [ 270.97516, 115.97139, 0.0 ]
2 HERMES  [ 87.02389, 55.94284, 0.0 ] 11 [ 87.02389, 55.94284, 0.0 ]
2 KNOW  [ 120.16691, 147.78238, 0.0 ] 12 [ 120.16691, 147.78238, 0.0 ]
2 GOT  [ 159.31294, 80.75666, 0.0 ] 13 [ 159.31294, 80.75666, 0.0 ]
2 LIKE  [ 133.44458, 14.137407, 0.0 ] 14 [ 133.44458, 14.137407, 0.0 ]
2 EXPRESS  [ 120.15193, 78.78842, 0.0 ] 15 [ 120.15193, 78.78842, 0.0 ]
2 YEAH  [ 75.30216, 188.71548, 0.0 ] 16 [ 75.30216, 188.71548, 0.0 ]
2 ROOM  [ 281.21103, 29.252209, 0.0 ] 17 [ 281.21103, 29.252209, 0.0 ]
2 AMY  [ 156.21622, 111.002625, 0.0 ] 18 [ 156.21622, 111.002625, 0.0 ]
2 NOW  [ 31.227285, 83.84806, 0.0 ] 19 [ 31.227285, 83.84806, 0.0 ]
2 RIGHT  [ 255.86682, 183.39677, 0.0 ] 20 [ 255.86682, 183.39677, 0.0 ]
2 FARNSWORTH  [ 269.0696, 45.259678, 0.0 ] 21 [ 269.0696, 45.259678, 0.0 ]
2 COME  [ 30.232836, 42.073112, 0.0 ] 22 [ 30.232836, 42.073112, 0.0 ]
2 BENDER'S  [ 210.89215, 126.86451, 0.0 ] 23 [ 210.89215, 126.86451, 0.0 ]
2 HUMAN  [ 216.42339, 76.35033, 0.0 ] 24 [ 216.42339, 76.35033, 0.0 ]
2 DOOR  [ 54.494427, 38.619083, 0.0 ] 25 [ 54.494427, 38.619083, 0.0 ]
2 LOOK  [ 119.35481, 171.78506, 0.0 ] 26 [ 119.35481, 171.78506, 0.0 ]
2 GO  [ 267.88974, 193.30026, 0.0 ] 27 [ 267.88974, 193.30026, 0.0 ]
2 TIME  [ 233.39388, 21.121016, 0.0 ] 28 [ 233.39388, 21.121016, 0.0 ]
2 CUT  [ 157.3025, 167.80351, 0.0 ] 29 [ 157.3025, 167.80351, 0.0 ]
2 AROUND  [ 124.544174, 87.62647, 0.0 ] 30 [ 124.544174, 87.62647, 0.0 ]
2 COMES  [ 185.91397, 23.94887, 0.0 ] 31 [ 185.91397, 23.94887, 0.0 ]
2 GONNA  [ 99.88963, 203.45789, 0.0 ] 32 [ 99.88963, 203.45789, 0.0 ]
2 GREAT  [ 110.35233, 2.6429436, 0.0 ] 33 [ 110.35233, 2.6429436, 0.0 ]
2 ONE  [ 63.72592, 53.55152, 0.0 ] 34 [ 63.72592, 53.55152, 0.0 ]
2 REALLY  [ 74.404236, 30.387135, 0.0 ] 35 [ 74.404236, 30.387135, 0.0 ]
2 THINK  [ 178.35687, 153.0968, 0.0 ] 36 [ 178.35687, 153.0968, 0.0 ]
2 PEOPLE  [ 37.749866, 107.098785, 0.0 ] 37 [ 37.749866, 107.098785, 0.0 ]
